编号,姓名,交路所处天数,出发车站,到达车站,工作时长,休息时长,所属交路长度,身份信息（0-乘务员；1-乘务长）,作休类型（1-作；0-休）,所属交路编号,是否请假（0-是；1-否）,工作天数,休息天数
424,孙8,0,南京,南京,0,0,8,1,0,3,1,4,4
425,孙8,1,常州,南京,789,651,8,1,1,3,1,4,4
426,孙8,2,南京,南京,0,1440,8,1,0,3,1,4,4
427,孙8,3,南京,南京,0,1440,8,1,0,3,1,4,4
428,孙8,4,南京,南京,0,1440,8,1,0,3,1,4,4
429,孙8,5,上海,苏州,438,1002,8,1,1,3,1,4,4
430,孙8,6,苏州,南京,44,1396,8,1,1,3,1,4,4
431,孙8,7,南京,南京,0,1440,8,1,0,3,1,4,4
432,孙8,8,南京,常州,823,617,8,1,1,3,1,4,4
433,孙9,0,南京,南京,0,0,8,0,0,3,1,4,4
434,孙9,1,南京,常州,823,617,8,0,1,3,1,4,4
435,孙9,2,常州,南京,789,651,8,0,1,3,1,4,4
436,孙9,3,南京,南京,0,1440,8,0,0,3,1,4,4
437,孙9,4,南京,南京,0,1440,8,0,0,3,1,4,4
438,孙9,5,南京,南京,0,1440,8,0,0,3,1,4,4
439,孙9,6,上海,苏州,438,1002,8,0,1,3,1,4,4
440,孙9,7,苏州,南京,44,1396,8,0,1,3,1,4,4
441,孙9,8,南京,南京,0,1440,8,0,0,3,1,4,4
442,孙10,0,南京,南京,0,0,8,0,0,3,1,4,4
443,孙10,1,南京,常州,823,617,8,0,1,3,1,4,4
444,孙10,2,常州,南京,789,651,8,0,1,3,1,4,4
445,孙10,3,南京,南京,0,1440,8,0,0,3,1,4,4
446,孙10,4,南京,南京,0,1440,8,0,0,3,1,4,4
447,孙10,5,南京,南京,0,1440,8,0,0,3,1,4,4
448,孙10,6,上海,苏州,438,1002,8,0,1,3,1,4,4
449,孙10,7,苏州,南京,44,1396,8,0,1,3,1,4,4
450,孙10,8,南京,南京,0,1440,8,0,0,3,1,4,4
451,孙11,0,南京,南京,0,0,8,0,0,3,1,4,4
452,孙11,1,南京,常州,823,617,8,0,1,3,1,4,4
453,孙11,2,常州,南京,789,651,8,0,1,3,1,4,4
454,孙11,3,南京,南京,0,1440,8,0,0,3,1,4,4
455,孙11,4,南京,南京,0,1440,8,0,0,3,1,4,4
456,孙11,5,南京,南京,0,1440,8,0,0,3,1,4,4
457,孙11,6,上海,苏州,438,1002,8,0,1,3,1,4,4
458,孙11,7,苏州,南京,44,1396,8,0,1,3,1,4,4
459,孙11,8,南京,南京,0,1440,8,0,0,3,1,4,4
460,孙12,0,南京,南京,0,0,8,0,0,3,1,4,4
461,孙12,1,南京,南京,0,1440,8,0,0,3,1,4,4
462,孙12,2,南京,常州,823,617,8,0,1,3,1,4,4
463,孙12,3,常州,南京,789,651,8,0,1,3,1,4,4
464,孙12,4,南京,南京,0,1440,8,0,0,3,1,4,4
465,孙12,5,南京,南京,0,1440,8,0,0,3,1,4,4
466,孙12,6,南京,南京,0,1440,8,0,0,3,1,4,4
467,孙12,7,上海,苏州,438,1002,8,0,1,3,1,4,4
468,孙12,8,苏州,南京,44,1396,8,0,1,3,1,4,4
469,孙13,0,南京,南京,0,0,8,0,0,3,1,4,4
470,孙13,1,南京,南京,0,1440,8,0,0,3,1,4,4
471,孙13,2,南京,常州,823,617,8,0,1,3,1,4,4
472,孙13,3,常州,南京,789,651,8,0,1,3,1,4,4
473,孙13,4,南京,南京,0,1440,8,0,0,3,1,4,4
474,孙13,5,南京,南京,0,1440,8,0,0,3,1,4,4
475,孙13,6,南京,南京,0,1440,8,0,0,3,1,4,4
476,孙13,7,上海,苏州,438,1002,8,0,1,3,1,4,4
477,孙13,8,苏州,南京,44,1396,8,0,1,3,1,4,4
478,孙14,0,南京,南京,0,0,8,0,0,3,1,4,4
479,孙14,1,南京,南京,0,1440,8,0,0,3,1,4,4
480,孙14,2,南京,常州,823,617,8,0,1,3,1,4,4
481,孙14,3,常州,南京,789,651,8,0,1,3,1,4,4
482,孙14,4,南京,南京,0,1440,8,0,0,3,1,4,4
483,孙14,5,南京,南京,0,1440,8,0,0,3,1,4,4
484,孙14,6,南京,南京,0,1440,8,0,0,3,1,4,4
485,孙14,7,上海,苏州,438,1002,8,0,1,3,1,4,4
486,孙14,8,苏州,南京,44,1396,8,0,1,3,1,4,4
487,孙15,0,南京,南京,0,0,8,0,0,3,1,4,4
488,孙15,1,苏州,南京,44,1396,8,0,1,3,1,4,4
489,孙15,2,南京,南京,0,1440,8,0,0,3,1,4,4
490,孙15,3,南京,常州,823,617,8,0,1,3,1,4,4
491,孙15,4,常州,南京,789,651,8,0,1,3,1,4,4
492,孙15,5,南京,南京,0,1440,8,0,0,3,1,4,4
493,孙15,6,南京,南京,0,1440,8,0,0,3,1,4,4
494,孙15,7,南京,南京,0,1440,8,0,0,3,1,4,4
495,孙15,8,上海,苏州,438,1002,8,0,1,3,1,4,4
496,孙16,0,南京,南京,0,0,8,0,0,3,1,4,4
497,孙16,1,苏州,南京,44,1396,8,0,1,3,1,4,4
498,孙16,2,南京,南京,0,1440,8,0,0,3,1,4,4
499,孙16,3,南京,常州,823,617,8,0,1,3,1,4,4
500,孙16,4,常州,南京,789,651,8,0,1,3,1,4,4
501,孙16,5,南京,南京,0,1440,8,0,0,3,1,4,4
502,孙16,6,南京,南京,0,1440,8,0,0,3,1,4,4
503,孙16,7,南京,南京,0,1440,8,0,0,3,1,4,4
504,孙16,8,上海,苏州,438,1002,8,0,1,3,1,4,4
505,孙17,0,南京,南京,0,0,8,0,0,3,1,4,4
506,孙17,1,苏州,南京,44,1396,8,0,1,3,1,4,4
507,孙17,2,南京,南京,0,1440,8,0,0,3,1,4,4
508,孙17,3,南京,常州,823,617,8,0,1,3,1,4,4
509,孙17,4,常州,南京,789,651,8,0,1,3,1,4,4
510,孙17,5,南京,南京,0,1440,8,0,0,3,1,4,4
511,孙17,6,南京,南京,0,1440,8,0,0,3,1,4,4
512,孙17,7,南京,南京,0,1440,8,0,0,3,1,4,4
513,孙17,8,上海,苏州,438,1002,8,0,1,3,1,4,4
514,孙18,0,南京,南京,0,0,8,0,0,3,1,4,4
515,孙18,1,上海,苏州,438,1002,8,0,1,3,1,4,4
516,孙18,2,苏州,南京,44,1396,8,0,1,3,1,4,4
517,孙18,3,南京,南京,0,1440,8,0,0,3,1,4,4
518,孙18,4,南京,常州,823,617,8,0,1,3,1,4,4
519,孙18,5,常州,南京,789,651,8,0,1,3,1,4,4
520,孙18,6,南京,南京,0,1440,8,0,0,3,1,4,4
521,孙18,7,南京,南京,0,1440,8,0,0,3,1,4,4
522,孙18,8,南京,南京,0,1440,8,0,0,3,1,4,4
523,孙19,0,南京,南京,0,0,8,0,0,3,1,4,4
524,孙19,1,上海,苏州,438,1002,8,0,1,3,1,4,4
525,孙19,2,苏州,南京,44,1396,8,0,1,3,1,4,4
526,孙19,3,南京,南京,0,1440,8,0,0,3,1,4,4
527,孙19,4,南京,常州,823,617,8,0,1,3,1,4,4
528,孙19,5,常州,南京,789,651,8,0,1,3,1,4,4
529,孙19,6,南京,南京,0,1440,8,0,0,3,1,4,4
530,孙19,7,南京,南京,0,1440,8,0,0,3,1,4,4
531,孙19,8,南京,南京,0,1440,8,0,0,3,1,4,4
532,孙20,0,南京,南京,0,0,8,0,0,3,1,4,4
533,孙20,1,上海,苏州,438,1002,8,0,1,3,1,4,4
534,孙20,2,苏州,南京,44,1396,8,0,1,3,1,4,4
535,孙20,3,南京,南京,0,1440,8,0,0,3,1,4,4
536,孙20,4,南京,常州,823,617,8,0,1,3,1,4,4
537,孙20,5,常州,南京,789,651,8,0,1,3,1,4,4
538,孙20,6,南京,南京,0,1440,8,0,0,3,1,4,4
539,孙20,7,南京,南京,0,1440,8,0,0,3,1,4,4
540,孙20,8,南京,南京,0,1440,8,0,0,3,1,4,4
541,孙21,0,南京,南京,0,0,8,0,0,3,1,4,4
542,孙21,1,南京,南京,0,1440,8,0,0,3,1,4,4
543,孙21,2,上海,苏州,438,1002,8,0,1,3,1,4,4
544,孙21,3,苏州,南京,44,1396,8,0,1,3,1,4,4
545,孙21,4,南京,南京,0,1440,8,0,0,3,1,4,4
546,孙21,5,南京,常州,823,617,8,0,1,3,1,4,4
547,孙21,6,常州,南京,789,651,8,0,1,3,1,4,4
548,孙21,7,南京,南京,0,1440,8,0,0,3,1,4,4
549,孙21,8,南京,南京,0,1440,8,0,0,3,1,4,4
550,孙22,0,南京,南京,0,0,8,0,0,3,1,4,4
551,孙22,1,南京,南京,0,1440,8,0,0,3,1,4,4
552,孙22,2,上海,苏州,438,1002,8,0,1,3,1,4,4
553,孙22,3,苏州,南京,44,1396,8,0,1,3,1,4,4
554,孙22,4,南京,南京,0,1440,8,0,0,3,1,4,4
555,孙22,5,南京,常州,823,617,8,0,1,3,1,4,4
556,孙22,6,常州,南京,789,651,8,0,1,3,1,4,4
557,孙22,7,南京,南京,0,1440,8,0,0,3,1,4,4
558,孙22,8,南京,南京,0,1440,8,0,0,3,1,4,4
559,孙23,0,南京,南京,0,0,8,0,0,3,1,4,4
560,孙23,1,南京,南京,0,1440,8,0,0,3,1,4,4
561,孙23,2,上海,苏州,438,1002,8,0,1,3,1,4,4
562,孙23,3,苏州,南京,44,1396,8,0,1,3,1,4,4
563,孙23,4,南京,南京,0,1440,8,0,0,3,1,4,4
564,孙23,5,南京,常州,823,617,8,0,1,3,1,4,4
565,孙23,6,常州,南京,789,651,8,0,1,3,1,4,4
566,孙23,7,南京,南京,0,1440,8,0,0,3,1,4,4
567,孙23,8,南京,南京,0,1440,8,0,0,3,1,4,4
568,孙24,0,南京,南京,0,0,8,0,0,3,1,4,4
569,孙24,1,南京,南京,0,1440,8,0,0,3,1,4,4
570,孙24,2,南京,南京,0,1440,8,0,0,3,1,4,4
571,孙24,3,上海,苏州,438,1002,8,0,1,3,1,4,4
572,孙24,4,苏州,南京,44,1396,8,0,1,3,1,4,4
573,孙24,5,南京,南京,0,1440,8,0,0,3,1,4,4
574,孙24,6,南京,常州,823,617,8,0,1,3,1,4,4
575,孙24,7,常州,南京,789,651,8,0,1,3,1,4,4
576,孙24,8,南京,南京,0,1440,8,0,0,3,1,4,4
577,孙25,0,南京,南京,0,0,8,0,0,3,1,4,4
578,孙25,1,南京,南京,0,1440,8,0,0,3,1,4,4
579,孙25,2,南京,南京,0,1440,8,0,0,3,1,4,4
580,孙25,3,上海,苏州,438,1002,8,0,1,3,1,4,4
581,孙25,4,苏州,南京,44,1396,8,0,1,3,1,4,4
582,孙25,5,南京,南京,0,1440,8,0,0,3,1,4,4
583,孙25,6,南京,常州,823,617,8,0,1,3,1,4,4
584,孙25,7,常州,南京,789,651,8,0,1,3,1,4,4
585,孙25,8,南京,南京,0,1440,8,0,0,3,1,4,4
586,孙26,0,南京,南京,0,0,8,0,0,3,1,4,4
587,孙26,1,南京,南京,0,1440,8,0,0,3,1,4,4
588,孙26,2,南京,南京,0,1440,8,0,0,3,1,4,4
589,孙26,3,上海,苏州,438,1002,8,0,1,3,1,4,4
590,孙26,4,苏州,南京,44,1396,8,0,1,3,1,4,4
591,孙26,5,南京,南京,0,1440,8,0,0,3,1,4,4
592,孙26,6,南京,常州,823,617,8,0,1,3,1,4,4
593,孙26,7,常州,南京,789,651,8,0,1,3,1,4,4
594,孙26,8,南京,南京,0,1440,8,0,0,3,1,4,4
595,孙27,0,南京,南京,0,0,8,0,0,3,1,4,4
596,孙27,1,南京,南京,0,1440,8,0,0,3,1,4,4
597,孙27,2,南京,南京,0,1440,8,0,0,3,1,4,4
598,孙27,3,南京,南京,0,1440,8,0,0,3,1,4,4
599,孙27,4,上海,苏州,438,1002,8,0,1,3,1,4,4
600,孙27,5,苏州,南京,44,1396,8,0,1,3,1,4,4
601,孙27,6,南京,南京,0,1440,8,0,0,3,1,4,4
602,孙27,7,南京,常州,823,617,8,0,1,3,1,4,4
603,孙27,8,常州,南京,789,651,8,0,1,3,1,4,4
604,孙28,0,南京,南京,0,0,8,0,0,3,1,4,4
605,孙28,1,南京,南京,0,1440,8,0,0,3,1,4,4
606,孙28,2,南京,南京,0,1440,8,0,0,3,1,4,4
607,孙28,3,南京,南京,0,1440,8,0,0,3,1,4,4
608,孙28,4,上海,苏州,438,1002,8,0,1,3,1,4,4
609,孙28,5,苏州,南京,44,1396,8,0,1,3,1,4,4
610,孙28,6,南京,南京,0,1440,8,0,0,3,1,4,4
611,孙28,7,南京,常州,823,617,8,0,1,3,1,4,4
612,孙28,8,常州,南京,789,651,8,0,1,3,1,4,4
613,孙29,0,南京,南京,0,0,8,0,0,3,1,4,4
614,孙29,1,南京,南京,0,1440,8,0,0,3,1,4,4
615,孙29,2,南京,南京,0,1440,8,0,0,3,1,4,4
616,孙29,3,南京,南京,0,1440,8,0,0,3,1,4,4
617,孙29,4,上海,苏州,438,1002,8,0,1,3,1,4,4
618,孙29,5,苏州,南京,44,1396,8,0,1,3,1,4,4
619,孙29,6,南京,南京,0,1440,8,0,0,3,1,4,4
620,孙29,7,南京,常州,823,617,8,0,1,3,1,4,4
621,孙29,8,常州,南京,789,651,8,0,1,3,1,4,4
622,孙30,0,南京,南京,0,0,8,0,0,3,1,4,4
623,孙30,1,常州,南京,789,651,8,0,1,3,1,4,4
624,孙30,2,南京,南京,0,1440,8,0,0,3,1,4,4
625,孙30,3,南京,南京,0,1440,8,0,0,3,1,4,4
626,孙30,4,南京,南京,0,1440,8,0,0,3,1,4,4
627,孙30,5,上海,苏州,438,1002,8,0,1,3,1,4,4
628,孙30,6,苏州,南京,44,1396,8,0,1,3,1,4,4
629,孙30,7,南京,南京,0,1440,8,0,0,3,1,4,4
630,孙30,8,南京,常州,823,617,8,0,1,3,1,4,4
631,孙31,0,南京,南京,0,0,8,0,0,3,1,4,4
632,孙31,1,常州,南京,789,651,8,0,1,3,1,4,4
633,孙31,2,南京,南京,0,1440,8,0,0,3,1,4,4
634,孙31,3,南京,南京,0,1440,8,0,0,3,1,4,4
635,孙31,4,南京,南京,0,1440,8,0,0,3,1,4,4
636,孙31,5,上海,苏州,438,1002,8,0,1,3,1,4,4
637,孙31,6,苏州,南京,44,1396,8,0,1,3,1,4,4
638,孙31,7,南京,南京,0,1440,8,0,0,3,1,4,4
639,孙31,8,南京,常州,823,617,8,0,1,3,1,4,4
640,孙32,0,南京,南京,0,0,8,0,0,3,1,4,4
641,孙32,1,常州,南京,789,651,8,0,1,3,1,4,4
642,孙32,2,南京,南京,0,1440,8,0,0,3,1,4,4
643,孙32,3,南京,南京,0,1440,8,0,0,3,1,4,4
644,孙32,4,南京,南京,0,1440,8,0,0,3,1,4,4
645,孙32,5,上海,苏州,438,1002,8,0,1,3,1,4,4
646,孙32,6,苏州,南京,44,1396,8,0,1,3,1,4,4
647,孙32,7,南京,南京,0,1440,8,0,0,3,1,4,4
648,孙32,8,南京,常州,823,617,8,0,1,3,1,4,4
649,李1,0,南京,南京,0,0,6,1,0,4,1,3,3
650,李1,1,南京,苏州,976,464,6,1,1,4,1,3,3
651,李1,2,苏州,南京,318,1122,6,1,0,4,1,3,3
652,李1,3,南京,南京,0,1440,6,1,0,4,1,3,3
653,李1,4,南京,南京,0,1440,6,1,0,4,1,3,3
654,李1,5,南京,南京,524,916,6,1,1,4,1,3,3
655,李1,6,南京,南京,0,1440,6,1,0,4,1,3,3
656,李2,0,南京,南京,0,0,6,1,0,4,1,3,3
657,李2,1,南京,南京,0,1440,6,1,0,4,1,3,3
658,李2,2,南京,苏州,976,464,6,1,1,4,1,3,3
659,李2,3,苏州,南京,318,1122,6,1,0,4,1,3,3
660,李2,4,南京,南京,0,1440,6,1,0,4,1,3,3
661,李2,5,南京,南京,0,1440,6,1,0,4,1,3,3
662,李2,6,南京,南京,524,916,6,1,1,4,1,3,3
663,李3,0,南京,南京,0,0,6,1,0,4,1,3,3
664,李3,1,南京,南京,524,916,6,1,1,4,1,3,3
665,李3,2,南京,南京,0,1440,6,1,0,4,1,3,3
666,李3,3,南京,苏州,976,464,6,1,1,4,1,3,3
667,李3,4,苏州,南京,318,1122,6,1,0,4,1,3,3
668,李3,5,南京,南京,0,1440,6,1,0,4,1,3,3
669,李3,6,南京,南京,0,1440,6,1,0,4,1,3,3
670,李4,0,南京,南京,0,0,6,1,0,4,1,3,3
671,李4,1,南京,南京,0,1440,6,1,0,4,1,3,3
672,李4,2,南京,南京,524,916,6,1,1,4,1,3,3
673,李4,3,南京,南京,0,1440,6,1,0,4,1,3,3
674,李4,4,南京,苏州,976,464,6,1,1,4,1,3,3
675,李4,5,苏州,南京,318,1122,6,1,0,4,1,3,3
676,李4,6,南京,南京,0,1440,6,1,0,4,1,3,3
677,李5,0,南京,南京,0,0,6,1,0,4,1,3,3
678,李5,1,南京,南京,0,1440,6,1,0,4,1,3,3
679,李5,2,南京,南京,0,1440,6,1,0,4,1,3,3
680,李5,3,南京,南京,524,916,6,1,1,4,1,3,3
681,李5,4,南京,南京,0,1440,6,1,0,4,1,3,3
682,李5,5,南京,苏州,976,464,6,1,1,4,1,3,3
683,李5,6,苏州,南京,318,1122,6,1,0,4,1,3,3
684,李6,0,南京,南京,0,0,6,1,0,4,1,3,3
685,李6,1,苏州,南京,318,1122,6,1,0,4,1,3,3
686,李6,2,南京,南京,0,1440,6,1,0,4,1,3,3
687,李6,3,南京,南京,0,1440,6,1,0,4,1,3,3
688,李6,4,南京,南京,524,916,6,1,1,4,1,3,3
689,李6,5,南京,南京,0,1440,6,1,0,4,1,3,3
690,李6,6,南京,苏州,976,464,6,1,1,4,1,3,3
691,李7,0,南京,南京,0,0,6,0,0,4,1,3,3
692,李7,1,南京,苏州,976,464,6,0,1,4,1,3,3
693,李7,2,苏州,南京,318,1122,6,0,0,4,1,3,3
694,李7,3,南京,南京,0,1440,6,0,0,4,1,3,3
695,李7,4,南京,南京,0,1440,6,0,0,4,1,3,3
696,李7,5,南京,南京,524,916,6,0,1,4,1,3,3
697,李7,6,南京,南京,0,1440,6,0,0,4,1,3,3
698,李8,0,南京,南京,0,0,6,0,0,4,1,3,3
699,李8,1,南京,苏州,976,464,6,0,1,4,1,3,3
700,李8,2,苏州,南京,318,1122,6,0,0,4,1,3,3
701,李8,3,南京,南京,0,1440,6,0,0,4,1,3,3
702,李8,4,南京,南京,0,1440,6,0,0,4,1,3,3
703,李8,5,南京,南京,524,916,6,0,1,4,1,3,3
704,李8,6,南京,南京,0,1440,6,0,0,4,1,3,3
705,李9,0,南京,南京,0,0,6,0,0,4,1,3,3
706,李9,1,南京,苏州,976,464,6,0,1,4,1,3,3
707,李9,2,苏州,南京,318,1122,6,0,0,4,1,3,3
708,李9,3,南京,南京,0,1440,6,0,0,4,1,3,3
709,李9,4,南京,南京,0,1440,6,0,0,4,1,3,3
710,李9,5,南京,南京,524,916,6,0,1,4,1,3,3
711,李9,6,南京,南京,0,1440,6,0,0,4,1,3,3
712,李10,0,南京,南京,0,0,6,0,0,4,1,3,3
713,李10,1,南京,南京,0,1440,6,0,0,4,1,3,3
714,李10,2,南京,苏州,976,464,6,0,1,4,1,3,3
715,李10,3,苏州,南京,318,1122,6,0,0,4,1,3,3
716,李10,4,南京,南京,0,1440,6,0,0,4,1,3,3
717,李10,5,南京,南京,0,1440,6,0,0,4,1,3,3
718,李10,6,南京,南京,524,916,6,0,1,4,1,3,3
719,李11,0,南京,南京,0,0,6,0,0,4,1,3,3
720,李11,1,南京,南京,0,1440,6,0,0,4,1,3,3
721,李11,2,南京,苏州,976,464,6,0,1,4,1,3,3
722,李11,3,苏州,南京,318,1122,6,0,0,4,1,3,3
723,李11,4,南京,南京,0,1440,6,0,0,4,1,3,3
724,李11,5,南京,南京,0,1440,6,0,0,4,1,3,3
725,李11,6,南京,南京,524,916,6,0,1,4,1,3,3
726,李12,0,南京,南京,0,0,6,0,0,4,1,3,3
727,李12,1,南京,南京,0,1440,6,0,0,4,1,3,3
728,李12,2,南京,苏州,976,464,6,0,1,4,1,3,3
729,李12,3,苏州,南京,318,1122,6,0,0,4,1,3,3
730,李12,4,南京,南京,0,1440,6,0,0,4,1,3,3
731,李12,5,南京,南京,0,1440,6,0,0,4,1,3,3
732,李12,6,南京,南京,524,916,6,0,1,4,1,3,3
733,李13,0,南京,南京,0,0,6,0,0,4,1,3,3
734,李13,1,南京,南京,524,916,6,0,1,4,1,3,3
735,李13,2,南京,南京,0,1440,6,0,0,4,1,3,3
736,李13,3,南京,苏州,976,464,6,0,1,4,1,3,3
737,李13,4,苏州,南京,318,1122,6,0,0,4,1,3,3
738,李13,5,南京,南京,0,1440,6,0,0,4,1,3,3
739,李13,6,南京,南京,0,1440,6,0,0,4,1,3,3
740,李14,0,南京,南京,0,0,6,0,0,4,1,3,3
741,李14,1,南京,南京,524,916,6,0,1,4,1,3,3
742,李14,2,南京,南京,0,1440,6,0,0,4,1,3,3
743,李14,3,南京,苏州,976,464,6,0,1,4,1,3,3
744,李14,4,苏州,南京,318,1122,6,0,0,4,1,3,3
745,李14,5,南京,南京,0,1440,6,0,0,4,1,3,3
746,李14,6,南京,南京,0,1440,6,0,0,4,1,3,3
747,李15,0,南京,南京,0,0,6,0,0,4,1,3,3
748,李15,1,南京,南京,524,916,6,0,1,4,1,3,3
749,李15,2,南京,南京,0,1440,6,0,0,4,1,3,3
750,李15,3,南京,苏州,976,464,6,0,1,4,1,3,3
751,李15,4,苏州,南京,318,1122,6,0,0,4,1,3,3
752,李15,5,南京,南京,0,1440,6,0,0,4,1,3,3
753,李15,6,南京,南京,0,1440,6,0,0,4,1,3,3
754,李16,0,南京,南京,0,0,6,0,0,4,1,3,3
755,李16,1,南京,南京,0,1440,6,0,0,4,1,3,3
756,李16,2,南京,南京,524,916,6,0,1,4,1,3,3
757,李16,3,南京,南京,0,1440,6,0,0,4,1,3,3
758,李16,4,南京,苏州,976,464,6,0,1,4,1,3,3
759,李16,5,苏州,南京,318,1122,6,0,0,4,1,3,3
760,李16,6,南京,南京,0,1440,6,0,0,4,1,3,3
761,李17,0,南京,南京,0,0,6,0,0,4,1,3,3
762,李17,1,南京,南京,0,1440,6,0,0,4,1,3,3
763,李17,2,南京,南京,524,916,6,0,1,4,1,3,3
764,李17,3,南京,南京,0,1440,6,0,0,4,1,3,3
765,李17,4,南京,苏州,976,464,6,0,1,4,1,3,3
766,李17,5,苏州,南京,318,1122,6,0,0,4,1,3,3
767,李17,6,南京,南京,0,1440,6,0,0,4,1,3,3
768,李18,0,南京,南京,0,0,6,0,0,4,1,3,3
769,李18,1,南京,南京,0,1440,6,0,0,4,1,3,3
770,李18,2,南京,南京,524,916,6,0,1,4,1,3,3
771,李18,3,南京,南京,0,1440,6,0,0,4,1,3,3
772,李18,4,南京,苏州,976,464,6,0,1,4,1,3,3
773,李18,5,苏州,南京,318,1122,6,0,0,4,1,3,3
774,李18,6,南京,南京,0,1440,6,0,0,4,1,3,3
775,李19,0,南京,南京,0,0,6,0,0,4,1,3,3
776,李19,1,南京,南京,0,1440,6,0,0,4,1,3,3
777,李19,2,南京,南京,0,1440,6,0,0,4,1,3,3
778,李19,3,南京,南京,524,916,6,0,1,4,1,3,3
779,李19,4,南京,南京,0,1440,6,0,0,4,1,3,3
780,李19,5,南京,苏州,976,464,6,0,1,4,1,3,3
781,李19,6,苏州,南京,318,1122,6,0,0,4,1,3,3
782,李20,0,南京,南京,0,0,6,0,0,4,1,3,3
783,李20,1,南京,南京,0,1440,6,0,0,4,1,3,3
784,李20,2,南京,南京,0,1440,6,0,0,4,1,3,3
785,李20,3,南京,南京,524,916,6,0,1,4,1,3,3
786,李20,4,南京,南京,0,1440,6,0,0,4,1,3,3
787,李20,5,南京,苏州,976,464,6,0,1,4,1,3,3
788,李20,6,苏州,南京,318,1122,6,0,0,4,1,3,3
789,李21,0,南京,南京,0,0,6,0,0,4,1,3,3
790,李21,1,南京,南京,0,1440,6,0,0,4,1,3,3
791,李21,2,南京,南京,0,1440,6,0,0,4,1,3,3
792,李21,3,南京,南京,524,916,6,0,1,4,1,3,3
793,李21,4,南京,南京,0,1440,6,0,0,4,1,3,3
794,李21,5,南京,苏州,976,464,6,0,1,4,1,3,3
795,李21,6,苏州,南京,318,1122,6,0,0,4,1,3,3
796,李22,0,南京,南京,0,0,6,0,0,4,1,3,3
797,李22,1,苏州,南京,318,1122,6,0,0,4,1,3,3
798,李22,2,南京,南京,0,1440,6,0,0,4,1,3,3
799,李22,3,南京,南京,0,1440,6,0,0,4,1,3,3
800,李22,4,南京,南京,524,916,6,0,1,4,1,3,3
801,李22,5,南京,南京,0,1440,6,0,0,4,1,3,3
802,李22,6,南京,苏州,976,464,6,0,1,4,1,3,3
803,李23,0,南京,南京,0,0,6,0,0,4,1,3,3
804,李23,1,苏州,南京,318,1122,6,0,0,4,1,3,3
805,李23,2,南京,南京,0,1440,6,0,0,4,1,3,3
806,李23,3,南京,南京,0,1440,6,0,0,4,1,3,3
807,李23,4,南京,南京,524,916,6,0,1,4,1,3,3
808,李23,5,南京,南京,0,1440,6,0,0,4,1,3,3
809,李23,6,南京,苏州,976,464,6,0,1,4,1,3,3
810,李24,0,南京,南京,0,0,6,0,0,4,1,3,3
811,李24,1,苏州,南京,318,1122,6,0,0,4,1,3,3
812,李24,2,南京,南京,0,1440,6,0,0,4,1,3,3
813,李24,3,南京,南京,0,1440,6,0,0,4,1,3,3
814,李24,4,南京,南京,524,916,6,0,1,4,1,3,3
815,李24,5,南京,南京,0,1440,6,0,0,4,1,3,3
816,李24,6,南京,苏州,976,464,6,0,1,4,1,3,3
817,周1,0,南京,南京,0,0,6,1,0,5,1,3,3
818,周1,1,南京,芜湖,838,602,6,1,1,5,1,3,3
819,周1,2,芜湖,南京,319,1121,6,1,1,5,1,3,3
820,周1,3,南京,南京,0,1440,6,1,0,5,1,3,3
821,周1,4,南京,南京,0,1440,6,1,0,5,1,3,3
822,周1,5,南京,南京,620,820,6,1,1,5,1,3,3
823,周1,6,南京,南京,0,1440,6,1,0,5,1,3,3
824,周2,0,南京,南京,0,0,6,1,0,5,1,3,3
825,周2,1,南京,芜湖,838,602,6,1,1,5,1,3,3
826,周2,2,芜湖,南京,319,1121,6,1,1,5,1,3,3
827,周2,3,南京,南京,0,1440,6,1,0,5,1,3,3
828,周2,4,南京,南京,0,1440,6,1,0,5,1,3,3
829,周2,5,南京,南京,620,820,6,1,1,5,1,3,3
830,周2,6,南京,南京,0,1440,6,1,0,5,1,3,3
831,周3,0,南京,南京,0,0,6,1,0,5,1,3,3
832,周3,1,南京,南京,0,1440,6,1,0,5,1,3,3
833,周3,2,南京,芜湖,838,602,6,1,1,5,1,3,3
834,周3,3,芜湖,南京,319,1121,6,1,1,5,1,3,3
835,周3,4,南京,南京,0,1440,6,1,0,5,1,3,3
836,周3,5,南京,南京,0,1440,6,1,0,5,1,3,3
837,周3,6,南京,南京,620,820,6,1,1,5,1,3,3
838,周4,0,南京,南京,0,0,6,1,0,5,1,3,3
839,周4,1,南京,南京,0,1440,6,1,0,5,1,3,3
840,周4,2,南京,芜湖,838,602,6,1,1,5,1,3,3
841,周4,3,芜湖,南京,319,1121,6,1,1,5,1,3,3
842,周4,4,南京,南京,0,1440,6,1,0,5,1,3,3
843,周4,5,南京,南京,0,1440,6,1,0,5,1,3,3
844,周4,6,南京,南京,620,820,6,1,1,5,1,3,3
845,周5,0,南京,南京,0,0,6,1,0,5,1,3,3
846,周5,1,南京,南京,620,820,6,1,1,5,1,3,3
847,周5,2,南京,南京,0,1440,6,1,0,5,1,3,3
848,周5,3,南京,芜湖,838,602,6,1,1,5,1,3,3
849,周5,4,芜湖,南京,319,1121,6,1,1,5,1,3,3
850,周5,5,南京,南京,0,1440,6,1,0,5,1,3,3
851,周5,6,南京,南京,0,1440,6,1,0,5,1,3,3
